,Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Quarter,City,State,School_Level,Location,Time_Period,Bullied,Domestic_Violence,Gang_Related
491,20210216NCTHS,2,16,2021,2021-02-16,Third Creek Elementary School,0,0,0,0,Winter,Statesville,NC,Elementary,School Bus,School Start,No,No,No
492,20210214MNROM,2,14,2021,2021-02-14,Roosevelt High School,2,1,3,0,Winter,Minneapolis,MN,High,Front of School,Night,No,,
493,20210210LASTS,2,10,2021,2021-02-10,St. Martinville Head Start Center,0,0,0,0,Winter,St. Martinville,LA,Other,Cafeteria,Lunch,No,No,Yes
494,20210210TXFOF,2,10,2021,2021-02-10,Forest Oak Middle School,1,0,1,0,Winter,Fort Worth,TX,Middle,Front of School,Night,No,No,
495,20210210NJSCP,2,10,2021,2021-02-10,School Number 15,1,0,1,0,Winter,Paterson,NJ,Elementary,Beside Building,Night,No,,
496,20210208MISCG,2,8,2021,2021-02-08,School Bus,0,0,0,0,Winter,Grand Rapids,MI,,School Bus,Dismissal,No,No,
497,20210205MDBEM,2,5,2021,2021-02-05,Benjamin Stoddert Middle School,0,1,1,0,Winter,Marlow Heights,MD,Middle,Football Field/Track,Evening,No,No,
498,20210201MIMUD,2,1,2021,2021-02-01,Muslim American Youth Academy,0,1,1,0,Winter,Dearborn,MI,K-8,Gym,Night,No,No,
499,20210127FLHOH,1,27,2021,2021-01-27,Holly Hill School,0,0,0,0,Winter,Holly Hill,FL,K-8,Gym,Afternoon Classes,,No,
500,20210127MSHAH,1,27,2021,2021-01-27,Hattiesburg High School,0,0,0,0,Winter,Hattiesburg,MS,High,Off School Property,School Start,No,No,No
501,20210121OKLOG,1,21,2021,2021-01-21,Lower Elementary School,0,0,0,0,Winter,Grove,OK,Elementary,Parking Lot,Dismissal,No,No,No
502,20210121OHEAC,1,21,2021,2021-01-21,Eastmoor Academy,0,1,1,0,Winter,Columbus,OH,High,Parking Lot,Evening,No,No,
503,20210114MDHIW,1,14,2021,2021-01-14,Highland Elementary School,1,0,1,0,Winter,Wheaton,MD,Elementary,Parking Lot,Before School,No,No,
504,20210110ILSOS,1,10,2021,2021-01-10,Southeast High School,0,2,2,0,Winter,Springfield,IL,High,Parking Lot,Not a School Day,No,,
505,20210104NYPEJ,1,4,2021,2021-01-04,Perth Bible Church and Christian Academy,0,0,0,0,Winter,Johnstown,NY,2022-06-12 00:00:00,Field (General),Morning Classes,No,No,No
506,20201229WAROS,12,29,2020,2020-12-29,Rogers High School,0,2,2,0,Winter,Spokane,WA,High,Parking Lot,Evening,No,No,
507,20201225FLYOP,12,25,2020,2020-12-25,Youth Under Construction Youth Center,0,0,0,0,Winter,Pompano Beach,FL,High,Parking Lot,School Event,,No,
508,20201216ILDUC,12,16,2020,2020-12-16,Dubois Elementary School,1,0,1,0,Winter,Chicago,IL,Elementary,Parking Lot,Night,No,No,
509,20201211VATAY,12,11,2020,2020-12-11,Tabb Middle School,0,0,0,0,Winter,Yorktown,VA,Middle,Basketball Court,Evening,No,No,
510,20201207ILEAC,12,6,2020,2020-12-06,East Chicago Academy of Visual and Performing Arts,1,0,1,0,Winter,Chicago,IL,High,Front of School,Night,No,No,
511,20201124NCHEH,11,25,2020,2020-11-25,Hendersonville Middle School,0,1,1,0,Fall,Hendersonville,NC,Middle,Gym,Morning Classes,,,No
512,20201125KSABG,11,25,2020,2020-11-25,Abe Hubert Elementary School,0,1,1,0,Fall,Garden City,KS,Elementary,Parking Lot,Not a School Day,No,Yes,No
513,20201117TXWEW,11,17,2020,2020-11-17,Weatherford High School,0,0,0,0,Fall,Weatherford,TX,High,Beside Building,Afternoon Classes,,No,No
514,20201117MTGRG,11,17,2020,2020-11-17,Great Falls High School,0,0,0,0,Fall,Great Falls,MT,High,Front of School,Evening,No,No,No
515,20201116TNWIM,11,16,2020,2020-11-16,Winridge Elementary School,0,0,0,0,Fall,Memphis,TN,Elementary,Beside Building,,No,Yes,No
516,20201113NCLIL,11,13,2020,2020-11-13,Lincoln Elementary School,0,1,1,0,Fall,Leland,NC,Elementary,Playground,Afternoon Classes,No,No,No
517,20201112PANAH,11,12,2020,2020-11-12,Nativity School of Harrisburg,1,0,1,0,Fall,Harrisburg,PA,Middle,Parking Lot,Evening,No,No,
518,20201112CACEU,11,12,2020,2020-11-12,Cesar Chavez Middle School,0,1,1,0,Fall,Union City,CA,Middle,Parking Lot,Evening,No,No,
519,20201109TXCOH,11,9,2020,2020-11-09,Collins Elementary School,1,0,1,0,Fall,Houston,TX,Elementary,Parking Lot,Night,No,No,
520,20201109CABAL,11,9,2020,2020-11-09,Baldwin Elementary School,0,0,0,1,Fall,La Puente,CA,Elementary,Beside Building,Night,No,No,No
521,20201108INTET,11,8,2020,2020-11-08,Terre Haute South Vigo High School,0,0,0,0,Fall,Terre Haute,IN,High,Parking Lot,Not a School Day,No,No,
522,20201106AZKHT,11,6,2020,2020-11-06,Khalsa Montessori Charter,0,0,0,0,Fall,Tuscon,AZ,Elementary,Parking Lot,Morning Classes,No,No,No
523,20201102COERE,11,2,2020,2020-11-02,Erie High School,0,0,0,0,Fall,Erie,CO,High,Cafeteria,Night,,No,No
524,20201029FLLAM,10,29,2020,2020-10-29,Lawton Chiles Middle School,2,0,2,0,Fall,Miramar,FL,Middle,Parking Lot,Night,No,No,
525,20201028NYROR,10,28,2020,2020-10-28,Rochester Prep Charter School,0,0,0,0,Fall,Rochester,NY,K-12,Front of School,Evening,No,No,
526,20201026GARIR,10,26,2020,2020-10-26,Riverdale High School,1,0,1,0,Fall,Riverdale,GA,High,Parking Lot,Evening,No,No,No
527,20201024CTSTS,10,24,2020,2020-10-24,Stillwater Elementary School,0,0,0,0,Fall,Stamford,CT,Elementary,Beside Building,Night,No,,
528,20201020ARJAP,10,20,2020,2020-10-20,Jack Robey Junior High School,1,0,1,0,Fall,Pine Bluff,AR,Junior High,Parking Lot,Night,No,No,Yes
529,20201018KYSEL,10,18,2020,2020-10-18,Seneca High School,0,3,3,0,Fall,Louisville,KY,High,Parking Lot (Bus),Not a School Day,No,No,
530,20201014PABRB,10,14,2020,2020-10-14,Bradford Area School District,0,0,0,0,Fall,Bradford,PA,,School Bus,After School,No,No,No
531,20201014WAWAS,10,14,2020,2020-10-14,Washington Elementary School,0,0,0,0,Fall,Sunnyside,WA,Elementary,Front of School,Morning Classes,No,No,No
532,20201013RIRHP,10,13,2020,2020-10-13,Rhode Island School for the Deaf,1,2,3,0,Fall,Providence,RI,K-12,Parking Lot,After School,No,No,
533,20201012TXNOD,10,12,2020,2020-10-12,North Dallas High School,0,0,0,0,Fall,Dallas,TX,High,Parking Lot,Afternoon Classes,No,No,No
534,20201012MNSHS,10,12,2020,2020-10-12,Shakopee High School,0,0,0,0,Fall,Shakopee,MN,High,Field (General),Sport Event,No,No,No
535,20201009FLJEJ,10,9,2020,2020-10-09,Jean Ribault High School,0,1,1,0,Fall,Jacksonville,FL,High,,,No,No,No
536,20201005OKSOM,10,5,2020,2020-10-05,Southridge Junior High,0,0,0,0,Fall,Moore,OK,High,School Bus,Before School,,No,No
537,20201005ARKIH,10,5,2020,2020-10-05,KIPP Delta Elementary School,1,1,2,0,Fall,West Helena,AR,Elementary,Front of School,Dismissal,No,Yes,No
538,20201004NEADL,10,4,2020,2020-10-04,Adam’s Elementary School,0,0,0,0,Fall,Lincoln,NE,Elementary,Parking Lot,,No,No,
539,20201002PAMAE,10,2,2020,2020-10-02,Marple-Newtown School Bus,0,0,0,0,Fall,Exton,PA,,School Bus,,No,No,No
540,20200930CADYL,9,30,2020,2020-09-30,Dymally High School,0,2,2,0,Fall,Los Angeles,CA,High,Front of School,Afternoon Classes,No,No,
541,20200928CTEAN,9,28,2020,2020-09-28,East Rock Community Magnet School,0,1,1,0,Fall,New Haven,CT,K-8,Beside Building,Before School,No,No,
542,20200925NJHAH,9,25,2020,2020-09-25,Haledon Public School,0,1,1,0,Fall,Haledon,NJ,K-8,Beside Building,Evening,No,,
543,20200925ILROR,9,25,2020,2020-09-25,Rock Island Academy,0,0,0,0,Fall,Rock Island,IL,Elementary,Hallway,,No,No,
544,20200924ILMCS,9,24,2020,2020-09-24,McClernand Elementary School,0,0,0,0,Fall,Springfield,IL,Elementary,Beside Building,Afternoon Classes,No,No,No
545,20200924CAWAC,9,24,2020,2020-09-24,Walt Hanline Middle School,0,0,0,0,Fall,Ceres,CA,Middle,Classroom,Afternoon Classes,No,No,
546,20200923PAWIW,9,23,2020,2020-09-23,William Tennent High School,0,0,0,0,Fall,Warminster,PA,High,Parking Lot,After School,No,No,No
547,20200923FLHIJ,9,23,2020,2020-09-23,Highlands Middle School,0,0,0,0,Fall,Jacksonville,FL,Middle,School Bus,Dismissal,No,No,No
548,20200921CAPLP,9,21,2020,2020-09-21,Pleasant Hill Elementary School,0,0,0,0,Fall,Pleasant Hill,CA,Elementary,Beside Building,Evening,No,No,No
549,20200920UTLIS,9,20,2020,2020-09-20,Liberty Elementary School,0,0,0,0,Fall,Salt Lake City,UT,Elementary,Field (General),Not a School Day,No,No,
550,20200919CAKRS,9,19,2020,2020-09-19,Krouzian Zekarian Vasbouragan Armenian School,0,0,0,0,Fall,San Francisco,CA,K-8,Outside on School Property,Night,No,No,
551,20200918KYWIL,9,18,2020,2020-09-18,Winburn Middle School,0,1,1,0,Fall,Lexington,KY,Middle,Basketball Court,Evening,No,No,
552,20200917ORDRP,9,17,2020,2020-09-17,Dr. Martin Luther King Jr. Elementary School,0,1,1,0,Fall,Portland,OR,Elementary,Outside on School Property,Night,No,No,
553,20200917OHELA,9,17,2020,2020-09-17,Ellet High School,0,2,2,0,Fall,Akron,OH,High,Football Field/Track,Sport Event,No,No,
554,20200916CASOS,9,16,2020,2020-09-16,Sonora High School,1,0,1,0,Fall,Sonora,CA,High,Parking Lot,Night,No,No,
555,20200915SCYOR,9,15,2020,2020-09-15,York County School Bus,0,0,0,0,Fall,Rock Hill,SC,,School Bus,Dismissal,No,No,No
556,20200916WAARG,9,15,2020,2020-09-15,Artondale Elementary School,0,1,1,0,Fall,Gig Harbor,WA,Elementary,Beside Building,Evening,No,No,No
557,20200915UTVIB,9,15,2020,2020-09-15,Viewmont High School,0,0,0,1,Fall,Bountiful,UT,High,Front of School,Night,No,No,No
558,20200910ILPEP,9,14,2020,2020-09-14,Peoria Public Schools Bus,0,0,0,0,Fall,Peoria,IL,,School Bus,Afternoon Classes,No,No,
559,20200910OHSAC,9,10,2020,2020-09-10,Saint Francis DeSales High School,0,0,0,0,Fall,Columbus,OH,High,School Bus,Dismissal,No,No,
560,20200909PAWEW,9,9,2020,2020-09-09,West Bradford Elementary School,0,0,0,0,Fall,West Bradford Township,PA,Elementary,Parking Lot,Evening,No,No,No
561,20200909TXSOH,9,9,2020,2020-09-09,Southmayd Elementary School,0,1,1,0,Fall,Houston,TX,Elementary,Front of School,Morning Classes,No,No,Yes
562,20200904FLLOJ,9,3,2020,2020-09-03,Lone Star Elementary School,0,1,1,0,Fall,Jacksonville,FL,Elementary,Beside Building,Night,No,No,No
563,20200903GADOA,9,3,2020,2020-09-03,Dougherty Comprehensive High School,1,0,1,0,Fall,Albany,GA,High,Parking Lot,Not a School Day,No,No,
564,20200830TXLOD,8,30,2020,2020-08-30,L.O. Donald Leadership Academy,1,0,1,0,Summer,Dallas,TX,Elementary,Playground,Night,No,No,No
565,20200825MOWEC,8,25,2020,2020-08-25,West Middle School,0,1,1,0,Summer,Columbia,MO,Middle,Football Field/Track,Night,No,No,
566,20200817MIABG,8,17,2020,2020-08-17,Aberdeen K-8 School,0,1,1,0,Summer,Grand Rapids,MI,K-8,Beside Building,Not a School Day,No,No,
567,20200804PAKEP,8,4,2020,2020-08-04,Kelly Elementary School,1,0,1,0,Summer,Pittsburg,PA,Elementary,Beside Building,Not A School Day,No,No,No
568,20200729ILCOC,7,29,2020,2020-07-29,Collinsville High School,0,0,0,0,Summer,Collinsville,IL,High,Beside Building,Night,,No,
569,20200727AZCAO,7,27,2020,2020-07-27,Canyon del Oro High School,0,0,0,1,Summer,Oro Valley,AZ,High,Beside Building,Not a School Day,No,No,No
570,20200721SCBRO,7,21,2020,2020-07-21,Brookdale Elementary School,1,0,1,0,Summer,Orangeburg,SC,Elementary,Basketball Court,Night,No,No,
571,20200714MIWID,7,14,2020,2020-07-14,Willow Woods Elementary School,0,0,0,0,Summer,Detroit,MI,Elementary,Parking Lot,Not a School Day,No,No,No
572,20200704INLAM,7,4,2020,2020-07-04,Lake Hills Elementary School,1,0,1,0,Summer,Michigan City,IN,Elementary,Parking Lot,Night,No,No,No
573,20200701ILFRP,7,1,2020,2020-07-01,Frost Elementary School,0,0,0,0,Summer,Prospect Heights,IL,Elementary,Parking Lot,Not a School Day,No,No,Yes
574,20200630OHLAW,6,30,2020,2020-06-30,Lakota Career Readiness Academy,0,0,0,0,Summer,West Chester Township,OH,K-12,Front of School,Before School,No,No,No
575,20200627VAHAS,6,27,2020,2020-06-27,Halifax County Middle School,0,0,0,0,Summer,South Boston,VA,Middle,Football Field/Track,Night,No,No,
576,20200621INCOC,6,21,2020,2020-06-21,Columbus East High School,0,0,0,0,Summer,Columbus,IN,High,Beside Building,Night,No,No,No
577,20200618INJOI,6,18,2020,2020-06-18,Joyce Kilmer School 69,0,0,0,0,Summer,Indianapolis,IN,Elementary,Beside Building,Night,No,No,
578,20200616FLTOM,6,16,2020,2020-06-16,Touissant Louverture Elementary School,0,1,1,0,Summer,Miami,FL,Elementary,Front of School,Night,No,No,Yes
579,20200603IAGAD,6,3,2020,2020-06-03,Garfield Elementary School,0,1,1,0,Summer,Davenport,IA,Elementary,Front of School,Not a School Day,No,No,
580,20200527OHLUC,5,27,2020,2020-05-27,Luis Munoz Marin Middle School,0,0,0,1,Spring,Cleveland,OH,Middle,Parking Lot,Night,No,No,No
581,20200525ALORM,5,25,2020,2020-05-25,O Rourke Elementary School,0,3,3,0,Spring,Mobile,AL,Elementary,Parking Lot,Night,No,No,No
582,20200522OHMIC,5,22,2020,2020-05-22,Miles Elementary School,1,0,1,0,Spring,Cleveland,OH,Elementary,Beside Building,Night,No,No,
583,20200519VAWEM,5,19,2020,2020-05-19,West Gate Elementary School,0,0,0,0,Spring,Manassas,VA,Elementary,Beside Building,Not a School Day,No,No,No
584,20200515NCSTC,5,15,2020,2020-05-15,Stuart W Cramer High School,0,0,0,0,Spring,Cramerton,NC,High,Parking Lot,Night,No,No,Yes
585,20200505CAGOV,5,5,2020,2020-05-05,Golden West High School,3,0,3,0,Spring,Visalia,CA,High,Parking Lot,Night,No,No,
586,20200419NCABR,4,19,2020,2020-04-19,Abbotts Creek Elementary School,0,0,0,0,Spring,Raleigh,NC,Elementary,Parking Lot,Night,No,No,No
587,20200413NEMOO,4,13,2020,2020-04-13,Morton Middle School,0,1,1,0,Spring,Omaha,NE,Middle,Parking Lot,Not a School Day,No,No,No
588,20200330GANAS,3,30,2020,2020-03-30,Narvie J. Harris Elementary School,0,3,3,0,Spring,Stonecrest,GA,Elementary,Parking Lot,Night,No,No,No
589,20200324LAROM,3,24,2020,2020-03-24,Roy Shelling Elementary School,0,1,1,0,Spring,Monroe,LA,Elementary,Parking Lot,Not a School Day,No,No,Yes
590,20200318LABOS,3,18,2020,2020-03-18,Booker T. Washington High School,0,1,1,0,Spring,Shreveport,LA,High,Parking Lot,Night,No,No,No
591,20200315TXATH,3,15,2020,2020-03-15,Atascocita High School,1,0,1,0,Spring,Humble,TX,High,Football Field/Track,Not a School Day,No,No,No
592,20200313TNPIR,3,13,2020,2020-03-13,Pine View Elementary,0,0,0,0,Spring,Rockwood,TN,Elementary,Office,Morning Classes,,,
593,20200310PASHN,3,10,2020,2020-03-10,Shenango Area Schools (bus),0,0,0,0,Spring,New Castle,PA,Elementary,School Bus,School Start,No,No,No
594,20200305FLSAW,3,5,2020,2020-03-05,Sagemont School,0,1,1,0,Spring,Weston,FL,K-12,Parking Lot,Lunch,No,No,No
595,20200302TXNOF,3,2,2020,2020-03-02,North Forney High School,0,0,0,0,Spring,Forney,TX,High,Inside School Building,Morning Classes,No,No,No
596,20200221NMCEA,2,21,2020,2020-02-21,Cesar Chavez Community School,0,0,0,0,Winter,Albuquerque,NM,Other,Front of School,Morning Classes,No,No,
597,20200215DCDUW,2,15,2020,2020-02-15,Dunbar High School,1,0,1,0,Winter,Washington,DC,High,Front of School,Sport Event,No,No,
598,20200212MOJOF,2,12,2020,2020-02-12,Johnson-Wabash Elementary School,0,0,0,0,Winter,Ferguson,MO,Elementary,School Bus,School Start,,No,No
599,20200205NHSEC,2,5,2020,2020-02-05,Second Start Alternative High School,0,0,0,1,Winter,Concord,NH,High,Classroom,Morning Classes,,No,No
600,20200204LABEA,2,4,2020,2020-02-04,Beau Chene High School,0,0,0,0,Winter,Arnaudville,LA,High,Parking Lot,Sport Event,No,No,Yes
601,20200203FLGEJ,2,3,2020,2020-02-03,George Washington Carver Elementary School,0,1,1,0,Winter,Jacksonville,FL,Elementary,Parking Lot,Evening,No,No,
602,20200201TXHIH,2,1,2020,2020-02-01,Hicks Elementary School,0,1,1,0,Winter,Houston,TX,Elementary,Outside on School Property,Not a School Day,No,No,No
603,20200131CADEA,1,31,2020,2020-01-31,Deer Valley High School,1,0,1,0,Winter,Antioch,CA,High,Parking Lot,Sport Event,No,No,No
604,20200128NYMAQ,1,28,2020,2020-01-28,Martin Van Buren High School,0,0,0,0,Winter,Queens,NY,High,Beside Building,Dismissal,No,No,No
605,20200128TNWHM,1,28,2020,2020-01-28,White Station High School,0,1,1,0,Winter,Memphis,TN,High,Parking Lot,Evening,No,No,No
606,20200128TXLUL,1,28,2020,2020-01-28,Lufkin Middle School,0,1,1,0,Winter,Lufkin,TX,High,Front of School,Sport Event,No,No,Yes
607,20200127WAROY,1,27,2020,2020-01-27,Robertson Elementary School,0,0,0,0,Winter,Yakima,WA,Elementary,Playground,After School,No,No,Yes
608,20200123CAOXO,1,23,2020,2020-01-23,Oxnard's Christa McAuliffe Elementary School,0,1,1,0,Winter,Oxnard,CA,Elementary,Playground,Lunch,,,Yes
609,20200121NEPAL,1,21,2020,2020-01-21,Park Middle School,0,0,0,0,Winter,Lincoln,NE,Middle,Parking Lot,Evening,No,No,No
610,20200121ILLIC,1,21,2020,2020-01-21,Lindblom Math & Science Academy High School,0,1,1,0,Winter,Chicago,IL,High,Front of School,Sport Event,No,No,No
611,20200119TXNOF,1,19,2020,2020-01-19,North Crowley Ninth Grade Campus,0,2,2,0,Winter,Fort Worth,TX,High,Parking Lot,Sport Event,No,No,No
612,20200117MITHH,1,17,2020,2020-01-17,Three Fires Elementary School,0,1,1,0,Winter,Howell,MI,Elementary,Parking Lot,Dismissal,No,No,No
613,20200117SCCAS,1,17,2020,2020-01-17,Cane Bay High School,0,0,0,1,Winter,Summerville,SC,High,Parking Lot,Morning Classes,,No,No
614,20200114TXBEH,1,14,2020,2020-01-14,Bellaire High School,1,0,1,0,Winter,Houston,TX,High,Classroom,Dismissal,No,No,No
615,20200114TXPOM,1,14,2020,2020-01-14,Poteet High School,0,0,0,0,Winter,Mesquite,TX,High,Parking Lot,Sport Event,No,No,No
616,20200111TXELD,1,11,2020,2020-01-11,Ellis Davis Field House,1,1,2,0,Winter,Dallas,TX,High,Gym,Sport Event,No,No,No
617,20200110MSMCJ,1,10,2020,2020-01-10,McWillie Elementary School,0,1,1,0,Winter,Jackson,MS,Middle,School Bus,School Start,No,No,No
618,20200108FLGLB,1,8,2020,2020-01-08,Glades Central Community High School,0,0,0,0,Winter,Belle Glade,FL,High,Parking Lot,Afternoon Classes,No,No,No
619,20200107WASOK,1,7,2020,2020-01-07,Southridge High School,0,0,0,0,Winter,Kennewick,WA,High,Beside Building,Night,No,No,No
620,20191228MOMAS,12,28,2019,2019-12-28,Mason-Clark Middle School,1,0,1,0,Winter,St. Louis,MO,Middle,Parking Lot,Evening,No,No,
621,20191221LAWES,12,21,2019,2019-12-21,West St. John Elementary School,0,4,4,0,Winter,St. John the Baptist Parish,LA,Elementary,Parking Lot,Night,No,No,No
622,20191219FLLEN,12,19,2019,2019-12-19,Lely High School,1,0,1,0,Winter,Naples,FL,High,Parking Lot,Evening,No,Yes,No
623,20191216CTCAN,12,16,2019,2019-12-16,Catholic Academy of New Haven,0,1,1,0,Winter,New Haven,CT,K-8,Beside Building,School Start,No,No,Yes
624,20191213VAMAN,12,13,2019,2019-12-13,Maury High School,0,0,0,0,Winter,Norfolk,VA,High,Classroom,Afternoon Classes,No,No,No
625,20191211INEVE,12,11,2019,2019-12-11,Evans Elementary School,0,0,0,0,Winter,Evansville,IN,Elementary,School Bus,After School,No,No,No
626,20191211KSCHT,12,11,2019,2019-12-11,Chase Middle School,0,0,0,0,Winter,Topeka,KS,Middle,School Bus,Dismissal,No,No,No
627,20191210NJSAJ,12,10,2019,2019-12-10,Sacred Heart School,0,0,0,0,Winter,Jersey City,NJ,K-8,Off School Property,Afternoon Classes,No,No,No
628,20191210KSJCK,12,10,2019,2019-12-10,J C Harmon High School,0,0,0,0,Winter,Kansas City,KS,High,Parking Lot (Bus),Dismissal,No,No,
629,20191210ALDED,12,10,2019,2019-12-10,Decatur High School,0,0,0,0,Winter,Decatur,AL,High,Parking Lot,School Start,No,Yes,No
630,20191204NMPIL,12,4,2019,2019-12-04,Picacho Middle School,0,0,0,0,Winter,Las Cruces,NM,High,Office,Afternoon Classes,No,No,No
631,20191203WITHM,12,3,2019,2019-12-03,Thomas Jefferson Middle School,0,2,2,0,Winter,Madison,WI,Middle,School Bus,Dismissal,No,No,No
632,20191203WIOSO,12,3,2019,2019-12-03,Oshkosh West High School,0,1,1,0,Winter,Oshkosh,WI,High,Hallway,Morning Classes,,,
633,20191202WIWAW,12,2,2019,2019-12-02,Waukesha South High School,0,0,0,0,Winter,Waukesha,WI,High,Classroom,Morning Classes,,No,No
634,20191201ALMOM,12,1,2019,2019-12-01,Mountain Brook High School,1,0,1,0,Winter,Mountain Brook,AL,High,Parking Lot,Night,No,Yes,No
635,20191126WASAV,11,26,2019,2019-11-26,Sarah J. Anderson Elementary School,0,2,2,1,Fall,Vancouver,WA,Elementary,Parking Lot,Dismissal,No,Yes,No
636,20191125ILCAC,11,25,2019,2019-11-25,Catalyst Circle Rock Charter School,0,1,1,0,Fall,Chicago,IL,Elementary,Front of School,School Start,No,No,
637,20191124CASEU,11,24,2019,2019-11-24,Searles Elementary School,2,0,2,0,Fall,Union City,CA,Elementary,Parking Lot,Night,No,No,Yes
638,20191121ILRIO,11,21,2019,2019-11-21,Rich Central High School,0,1,1,0,Fall,Olympia Fields,IL,High,Parking Lot (Bus),Dismissal,No,No,No
639,20191115NJPLP,11,15,2019,2019-11-15,Pleasantville High School,1,2,3,0,Fall,Pleasantville,NJ,High,Football Field/Track,Sport Event,No,No,
640,20191114CASAS,11,14,2019,2019-11-14,Saugus High School,2,3,5,1,Fall,Santa Clarita,CA,High,Courtyard,School Start,No,No,No
641,20191113CAESL,11,13,2019,2019-11-13,Esteban Torres High School,1,0,1,0,Fall,Los Angeles,CA,High,Courtyard,Morning Classes,,,
642,20191111MDACB,11,11,2019,2019-11-11,Achievement Academy,0,1,1,0,Fall,Baltimore,MD,High,Parking Lot,Afternoon Classes,No,No,No
643,20191108TXROD,11,8,2019,2019-11-08,Robert L. Thornton Elementary School,1,0,1,0,Fall,Dallas,TX,Elementary,Basketball Court,Evening,No,No,No
644,20191108CAEDS,11,8,2019,2019-11-08,Edison High School,0,0,0,0,Fall,Stockton,CA,High,Football Field/Track,Sport Event,No,No,
645,20191029NYNEN,10,29,2019,2019-10-29,New Dawn Charter High School,0,1,1,0,Fall,New York,NY,High,Front of School,Dismissal,,No,No
646,20191027MDLAL,10,27,2019,2019-10-27,Laurel Woods Elementary School,0,1,1,0,Fall,Laurel,MD,Elementary,Parking Lot,Not a School Day,No,No,
647,20191022NJBRB,10,22,2019,2019-10-22,Brick Memorial High School,0,1,1,0,Fall,Brick Township,NJ,High,Off School Property,Afternoon Classes,,No,
648,20191022CARIS,10,22,2019,2019-10-22,Ridgway High School,0,1,1,0,Fall,Santa Rosa,CA,High,Beside Building,Morning Classes,No,No,Yes
649,20191018OHWOT,10,18,2019,2019-10-18,Woodward High School,0,0,0,0,Fall,Toledo,OH,High,Football Field/Track,Sport Event,No,No,
650,20191018GACRS,10,18,2019,2019-10-18,Creekside High School,0,1,1,0,Fall,South Fulton,GA,High,Beside Building,Sport Event,,,
651,20190918MNFOC,10,18,2019,2019-10-18,Fond Du Lac Ojibwe High School,0,1,1,0,Fall,Cloquet,MN,High,Outside on School Property,,No,Yes,No
652,20191015LAGEN,10,15,2019,2019-10-15,George Washington Carver High School,0,1,1,0,Fall,New Orleans,LA,High,Off School Property,Morning Classes,No,No,
653,20191011LARAR,10,11,2019,2019-10-11,Rayne High School,0,0,0,0,Fall,Rayne,LA,High,Parking Lot,Sport Event,No,No,No
654,20191009MAGRL,10,9,2019,2019-10-09,Greenhalge Elementary School,0,5,5,0,Fall,Lowell,MA,Elementary,Playground,After School,,No,No
655,20191008TXWEH,10,8,2019,2019-10-08,Westbury High School,0,1,1,0,Fall,Houston,TX,High,Beside Building,After School,,,
656,20191008COSHS,10,8,2019,2019-10-08,Sheridan High School,0,1,1,0,Fall,Sheridan,CO,High,Beside Building,Sport Event,No,No,No
657,20191002GASOA,10,2,2019,2019-10-02,South Atlanta High School,0,0,0,0,Fall,Atlanta,GA,High,Field (General),Sport Event,No,No,No
658,20190927NCZEC,9,27,2019,2019-09-27,Zebulon B. Vance High School,0,0,0,0,Fall,Charlotte,NC,High,Parking Lot,Sport Event,No,No,No
659,20190927CADER,9,27,2019,2019-09-27,De Anza High School,0,3,3,0,Fall,Richmond,CA,High,Off School Property,Sport Event,No,No,Yes
660,20190920PASIP,9,20,2019,2019-09-20,Simon Gratz High School Mastery Charter,0,2,2,0,Fall,Philadelphia,PA,High,Football Field/Track,Sport Event,,No,
661,20190916ILILK,9,16,2019,2019-09-16,Illinois Central School Bus,0,0,0,0,Fall,Kankakee,IL,,School Bus,Dismissal,No,No,Yes
662,20190916VAPHH,9,16,2019,2019-09-16,Phoebus High School,1,0,1,0,Fall,Hampton,VA,High,Parking Lot,Morning Classes,No,No,
663,20190914TXEAF,9,14,2019,2019-09-14,Eastern Hills High School,0,2,2,0,Fall,Fort Worth,TX,High,Football Field/Track,Sport Event,No,No,No
664,20190913VAETN,9,13,2019,2019-09-13,Ethel M. Gildersleeve Middle School,0,3,3,0,Fall,Newport News,VA,Middle,Football Field/Track,Sport Event,No,No,
665,20190913UTGRW,9,13,2019,2019-09-13,Granger High School,0,0,0,0,Fall,West Valley City,UT,High,Football Field/Track,Sport Event,No,No,Yes
666,20190912KSMAM,9,12,2019,2019-09-12,Manhattan High School,0,0,0,0,Fall,Manhattan,KS,High,Parking Lot,Evening,No,No,
667,20190910SCSOA,9,10,2019,2019-09-10,South Aiken High School,0,0,0,0,Fall,Aiken,SC,High,Parking Lot,Dismissal,No,No,No
668,20190906PAWEM,9,6,2019,2019-09-06,West Palmer High School,0,1,1,0,Fall,Morrisville,PA,High,Parking Lot,Sport Event,No,No,
669,20190906PAMCJ,9,6,2019,2019-09-06,McKee Middle School,1,0,1,0,Fall,Jeannette,PA,Middle,Football Field/Track,Sport Event,No,No,No
670,20190906ALCEC,9,6,2019,2019-09-06,Center Point High School,0,0,0,0,Fall,Center Point,AL,High,Football Field/Track,Sport Event,No,No,
671,20190902MDNOB,9,2,2019,2019-09-02,Northwood Elementary School,1,2,3,0,Fall,Baltimore,MD,Elementary,Courtyard,Evening,No,No,
672,20190830OHCET,8,30,2019,2019-08-30,Central Catholic High School,0,1,1,0,Summer,Toledo,OH,High,Football Field/Track,Sport Event,No,No,No
